"","label","timeest","eest","ICC","ICC2"
"1","lh_bankssts",0.0387494156124082,0.00222974582135923,0.945588300410611,0.972034932629002
"2","lh_caudalanteriorcingulate",0.0255731335119177,0.000798775651858857,0.969711117731437,0.984629015199097
"3","lh_caudalmiddlefrontal",0.173492012157939,0.0114633268239418,0.938021108841498,0.968019636652605
"4","lh_cuneus",0.0495240064206061,0.00176609531901704,0.965566546777725,0.982484844448673
"5","lh_entorhinal",0.00835804370888844,0.00124062647058281,0.870750171910673,0.930911102813627
"6","lh_fusiform",0.161584168148516,0.00485005181724393,0.970859046785921,0.98521452117439
"7","lh_inferiorparietal",0.547820739076722,0.0219132859659592,0.961537691268627,0.98039175999286
"8","lh_inferiortemporal",0.260810567803515,0.00983276817035954,0.963668907143131,0.981499185755175
"9","lh_isthmuscingulate",0.0297716932960788,0.00154625253933254,0.950627268229572,0.974691241707187
"10","lh_lateraloccipital",0.472406540691477,0.0133154020599654,0.972586369097228,0.986102733453934
"11","lh_lateralorbitofrontal",0.0952946834740619,0.00868829205894999,0.916445052525048,0.956401706861496
"12","lh_lingual",0.174724504056494,0.00529950642316947,0.970562224399683,0.985061465393412
"13","lh_medialorbitofrontal",0.0485300227134939,0.00974190026620831,0.832819996868789,0.908785974595112
"14","lh_middletemporal",0.221039907696043,0.0124744837260755,0.946579379326023,0.97255741910913
"15","lh_parahippocampal",0.00727000570619662,0.000770504957154651,0.904172136644676,0.949675673868349
"16","lh_paracentral",0.0331480005611524,0.00185223380186961,0.94707938859328,0.972821496634083
"17","lh_parsopercularis",0.0914769772415249,0.00461124809882061,0.952010268870223,0.975416652837872
"18","lh_parsorbitalis",0.0105248299589834,0.000613947084806835,0.944882002540027,0.971664982527944
"19","lh_parstriangularis",0.0580725447566826,0.00234676570279977,0.961158681140965,0.980195274185099
"20","lh_pericalcarine",0.06286760552022,0.00226066986158062,0.965288964764875,0.982339634362957
"21","lh_postcentral",0.290979588846737,0.0180569225694081,0.941570261433955,0.969906031554977
"22","lh_posteriorcingulate",0.0406769370483231,0.00150170404737514,0.964396575888542,0.981876363093951
"23","lh_precentral",0.317159332130579,0.0267246954106299,0.922285732193748,0.959571967876444
"24","lh_precuneus",0.29489137998218,0.00931876110849621,0.969367355489577,0.98444604668287
"25","lh_rostralanteriorcingulate",0.0268304804778502,0.00195589057535274,0.932054979360272,0.964834483177724
"26","lh_rostralmiddlefrontal",0.657743335896794,0.0457598876165891,0.934954260212116,0.966383895972358
"27","lh_superiorfrontal",1.0471863388859,0.049926659396406,0.954492691751375,0.976716575213795
"28","lh_superiorparietal",0.592379214433838,0.0442237660863378,0.930531638337285,0.964015943137817
"29","lh_superiortemporal",0.286988876918904,0.0129639567117458,0.95678001586173,0.977912971107341
"30","lh_supramarginal",0.636696055993255,0.032960246236059,0.950780353852666,0.974769248422567
"31","lh_frontalpole",0.00131742473820764,0.000244011833338792,0.843726067529516,0.915246399888812
"32","lh_temporalpole",0.00382769182967717,0.000787097871017995,0.829440143090502,0.90677517534525
"33","lh_transversetemporal",0.00520115109153625,0.000269321035034476,0.95076822826199,0.974763022777347
"34","lh_insula",0.0623547372271935,0.0120102040528235,0.838496422560199,0.912156928427524
"35","rh_bankssts",0.0242801783310867,0.00133437396348795,0.947905630044115,0.973264719110158
"36","rh_caudalanteriorcingulate",0.0264758819407648,0.00100548854886178,0.963411993981839,0.981367958549065
"37","rh_caudalmiddlefrontal",0.173240297722379,0.0181563740248114,0.905137462114317,0.950207582711561
"38","rh_cuneus",0.0515078299896274,0.00219747708205133,0.95908268285072,0.979114279101291
"39","rh_entorhinal",0.00652815863055488,0.000964651981633033,0.871256324020266,0.931204037549616
"40","rh_fusiform",0.159475726502758,0.00419406932504053,0.974374811773742,0.987021784092724
"41","rh_inferiorparietal",0.798882620709218,0.0345600177274033,0.958533417737985,0.978827796357118
"42","rh_inferiortemporal",0.218555027828301,0.00765538551498398,0.966158120654832,0.98278802729484
"43","rh_isthmuscingulate",0.0224560906512783,0.00179323749488566,0.926050013259055,0.961609773376516
"44","rh_lateraloccipital",0.500961011873076,0.0147185527729417,0.97145794834231,0.985522382269068
"45","rh_lateralorbitofrontal",0.100700133854815,0.0189772940701353,0.841429629637128,0.913887547783041
"46","rh_lingual",0.198931075891508,0.00529588947368217,0.97406860810857,0.986865180928363
"47","rh_medialorbitofrontal",0.0480151334346916,0.00707679789639959,0.871545656044086,0.931366715103401
"48","rh_middletemporal",0.248823989141707,0.0106957902711931,0.958786223171931,0.978960290674187
"49","rh_parahippocampal",0.00697354115283759,0.000667608921607111,0.912629785424594,0.954321078498421
"50","rh_paracentral",0.0450475717292764,0.00297160213585266,0.938116341938764,0.968070587411354
"51","rh_parsopercularis",0.0571531011915667,0.00389336382595801,0.936222943870045,0.967062135566291
"52","rh_parsorbitalis",0.0154224038301926,0.000832874137628109,0.948762848640492,0.973709520014759
"53","rh_parstriangularis",0.0797700451803126,0.00527374846681595,0.937987850251621,0.968002903523266
"54","rh_pericalcarine",0.0672011767312607,0.00258005869372921,0.963026468677205,0.981165168817507
"55","rh_postcentral",0.280647125618118,0.0213616618868479,0.92926807837836,0.963337493879854
"56","rh_posteriorcingulate",0.0426225138777964,0.00161637955775311,0.963462477647458,0.981391791586335
"57","rh_precentral",0.318434908455351,0.0356120470110472,0.899414339083543,0.947043870343597
"58","rh_precuneus",0.328533309432349,0.0114020857463293,0.966458080246877,0.98294320022608
"59","rh_rostralanteriorcingulate",0.0158053836886195,0.00106712247825346,0.936753765700284,0.967345438539707
