"","comparison","ROI","Chisq","Chisq diff","Pr(>Chisq)","LRT_p05"
"326","timecon_v_con","lh_superiorfrontal",504.726185696679,454.102204575053,1.13708405050627e-83,"sig"
"526","uncon_v_errcon","lh_superiorfrontal",488.084174080787,455.729117066242,5.20508856635535e-84,"sig"
"626","errcon_v_con","lh_superiorfrontal",504.726185696679,16.6420116158922,0.676081941117571,"nonsig"
"826","uncon_v_con","lh_superiorfrontal",504.726185696679,472.371128682134,2.94361460758801e-75,"sig"
"127","uncon","lh_superiorparietal",80.1763094297233,NA,NA,NA
"227","uncon_v_timecon","lh_superiorparietal",121.744336940305,41.568027510582,0.00314704831866415,"sig"
"327","timecon_v_con","lh_superiorparietal",793.825779156964,672.081442216659,1.77372802329076e-129,"sig"
"527","uncon_v_errcon","lh_superiorparietal",753.080240963341,672.903931533618,1.18864367330284e-129,"sig"
"627","errcon_v_con","lh_superiorparietal",793.825779156964,40.7455381936232,0.00401573151318934,"sig"
"827","uncon_v_con","lh_superiorparietal",793.825779156964,713.649469727241,2.93919068499935e-124,"sig"
"128","uncon","lh_superiortemporal",19.6859476538036,NA,NA,NA
"228","uncon_v_timecon","lh_superiortemporal",35.1841491111415,15.4982014573379,0.747226444005377,"nonsig"
"328","timecon_v_con","lh_superiortemporal",470.208973773491,435.024824662349,1.07501884548165e-79,"sig"
"528","uncon_v_errcon","lh_superiortemporal",453.516429277227,433.830481623424,1.90576643806037e-79,"sig"
"628","errcon_v_con","lh_superiortemporal",470.208973773491,16.6925444962633,0.672838258725415,"nonsig"
"828","uncon_v_con","lh_superiortemporal",470.208973773491,450.523026119687,6.67118705143278e-71,"sig"
"129","uncon","lh_supramarginal",89.4207035372602,NA,NA,NA
"229","uncon_v_timecon","lh_supramarginal",121.143728391286,31.7230248540258,0.0463405257133714,"sig"
"329","timecon_v_con","lh_supramarginal",1236.18569023916,1115.04196184788,1.08481923222875e-223,"sig"
"529","uncon_v_errcon","lh_supramarginal",1204.45455417604,1115.03385063878,1.08915658437501e-223,"sig"
"629","errcon_v_con","lh_supramarginal",1236.18569023916,31.7311360631227,0.0462488095968935,"sig"
"829","uncon_v_con","lh_supramarginal",1236.18569023916,1146.7649867019,2.10428625192568e-214,"sig"
"130","uncon","lh_frontalpole",55.5780958701477,NA,NA,NA
"230","uncon_v_timecon","lh_frontalpole",70.7188727844566,15.1407769143089,0.768296426693998,"nonsig"
"330","timecon_v_con","lh_frontalpole",567.860158719791,497.141285935335,1.15445127317205e-92,"sig"
"530","uncon_v_errcon","lh_frontalpole",531.089899804882,475.511803934734,3.85502716251181e-88,"sig"
"630","errcon_v_con","lh_frontalpole",567.860158719791,36.7702589149095,0.0124665536697206,"sig"
"830","uncon_v_con","lh_frontalpole",567.860158719791,512.282062849644,2.94238723543972e-83,"sig"
"131","uncon","lh_temporalpole",28.2804170032324,NA,NA,NA
"231","uncon_v_timecon","lh_temporalpole",49.894552235076,21.6141352318436,0.361810295893845,"nonsig"
"331","timecon_v_con","lh_temporalpole",210.464495535767,160.569943300691,5.82795251072563e-24,"sig"
"531","uncon_v_errcon","lh_temporalpole",180.871752619287,152.591335616055,2.00274865841402e-22,"sig"
"631","errcon_v_con","lh_temporalpole",210.464495535767,29.5927429164795,0.0767269304060999,"nonsig"
"831","uncon_v_con","lh_temporalpole",210.464495535767,182.184078532534,4.83419500693808e-20,"sig"
"132","uncon","lh_transversetemporal",25.6441832331941,NA,NA,NA
"232","uncon_v_timecon","lh_transversetemporal",51.662731676037,26.0185484428429,0.165200151240757,"nonsig"
"332","timecon_v_con","lh_transversetemporal",313.569687690818,261.906956014781,4.49347199651914e-44,"sig"
"532","uncon_v_errcon","lh_transversetemporal",288.888313036471,263.244129803277,2.40970241039892e-44,"sig"
"632","errcon_v_con","lh_transversetemporal",313.569687690818,24.6813746543466,0.213893775649357,"nonsig"
"832","uncon_v_con","lh_transversetemporal",313.569687690818,287.925504457624,2.88655657506363e-39,"sig"
"133","uncon","lh_insula",34.7509482457966,NA,NA,NA
"233","uncon_v_timecon","lh_insula",60.4845130483415,25.733564802545,0.17479282677948,"nonsig"
"333","timecon_v_con","lh_insula",263.873738966321,203.38922591798,2.40053703295758e-32,"sig"
"533","uncon_v_errcon","lh_insula",240.84753502716,206.096586781364,6.97520769208479e-33,"sig"
"633","errcon_v_con","lh_insula",263.873738966321,23.026203939161,0.287509701506504,"nonsig"
"833","uncon_v_con","lh_insula",263.873738966321,229.122790720525,2.29681503669543e-28,"sig"
"134","uncon","rh_bankssts",33.7209514875863,NA,NA,NA
"234","uncon_v_timecon","rh_bankssts",78.5400504809882,44.8190989934019,0.00116751524497967,"sig"
"334","timecon_v_con","rh_bankssts",508.690029793365,430.149979312377,1.11208625188407e-78,"sig"
"534","uncon_v_errcon","rh_bankssts",461.212531220451,427.491579732864,3.97455322498523e-78,"sig"
"634","errcon_v_con","rh_bankssts",508.690029793365,47.4774985729148,0.000503377229009429,"sig"
