"","label","timeest","eest","ICC","ICC_lower95CI","ICC_higher95CI","ICC2","ICC2_lower95CI","ICC2_higher95CI","delta_CFI"
"50","rh_paracentral",0.0458490912456207,0.00307136309953019,0.937217200031287,0.905033961393926,0.953805746735063,0.967591672154022,0.9516837661424,0.977624684114233,0.000902368264879327
"51","rh_parsopercularis",0.0590356142527948,0.00400380894834839,0.93648722109063,0.925813288435523,0.943772296077917,0.96720577095746,0.962615639766482,0.972135070408017,-4.44089209850063e-16
"52","rh_parsorbitalis",0.0160072166014643,0.000822390393243229,0.951134307919261,0.946949569450995,0.955288126276447,0.974955612327989,0.973612969373392,0.977447634912823,0.000730853000606824
"53","rh_parstriangularis",0.079564988111488,0.00541099823085049,0.936323207723045,0.928264816458136,0.947169192981701,0.967115525448216,0.961880192298643,0.971506035990201,-4.44089209850063e-16
"54","rh_pericalcarine",0.0676850870771714,0.0026385446375234,0.962479971907195,0.958385337786872,0.966680164684418,0.980881411436942,0.978327604742458,0.983251980024857,0.00013546667481712
"55","rh_postcentral",0.300047095663555,0.0221539289738161,0.931241904029481,0.920999334966852,0.94129888247104,0.964396995618092,0.959303617173849,0.969444031885329,0.00335657663462396
"56","rh_posteriorcingulate",0.0431531941231381,0.00164619705181582,0.963254030721378,0.947714080363469,0.972535576008001,0.981283531027792,0.972877831719018,0.986098005239239,-7.105427357601e-15
"57","rh_precentral",0.345188303088836,0.0360150215385701,0.905522803155582,0.890961340552842,0.91477471992054,0.950419280834999,0.943643795341236,0.957435888071773,8.59844185328029e-05
"58","rh_precuneus",0.342114536498966,0.0113003801920794,0.968025174777899,0.963378616083438,0.972460153614289,0.983753040967386,0.980246445667476,0.986313696404368,0.000918321838252911
"59","rh_rostralanteriorcingulate",0.015859693567958,0.00109360961226345,0.935492829884662,0.931286228788878,0.939267139388752,0.966672208463369,0.964691473273226,0.968894874866286,0.000376241628920249
"60","rh_rostralmiddlefrontal",0.799744611370825,0.0663896465449351,0.923349473897161,0.915459979709174,0.931728257836937,0.960147387895577,0.955540170621557,0.964370026295928,0
"61","rh_superiorfrontal",1.05247753581494,0.0731284328461855,0.935031942898127,0.927066136663474,0.943651261512159,0.966425340712814,0.963173287277432,0.969691109839395,-2.22044604925031e-16
"62","rh_superiorparietal",0.617080228864241,0.0527167992566439,0.921294366735934,0.912908637654884,0.929372835212504,0.95903514205894,0.954267353380392,0.963453465971491,0.00334226938436466
"63","rh_superiortemporal",0.222646872474023,0.00949117632035962,0.959114085908569,0.955202834271796,0.963237385063297,0.979130498683623,0.977609647920525,0.980749737696233,0.000507526360098431
"64","rh_supramarginal",0.408831600099766,0.0317195758118536,0.928000247085444,0.918474094439487,0.935640953020748,0.962655738297943,0.957919526010183,0.966742265317063,0.00312620112346562
"65","rh_frontalpole",0.00209198856091942,0.000415672087423273,0.834239099418022,0.827642319556965,0.842918345368529,0.909613744530463,0.905366507041056,0.914695040983604,0.000535726343042442
"66","rh_temporalpole",0.00406248671012341,0.000731832057886285,0.847354318037952,0.835034597701219,0.857397448454789,0.917380053635692,0.910504174692138,0.923886697688826,0
"67","rh_transversetemporal",0.00231136480223901,0.000161998535010206,0.934502734567751,0.929138021224389,0.940774827522184,0.966149469211032,0.962224948958558,0.968718089135099,-8.88178419700125e-16
"68","rh_insula",0.0579334860267784,0.0130038651334064,0.816685217015755,0.806993771390879,0.826562276495422,0.899095446314572,0.894531704350134,0.904316080999018,0.000342899420753606
