"","site","ROI","time_var","error_var","ICC","ICC2"
"1","site01","lh_bankssts",0.361743473369682,0.0142957589243016,0.961983331268145,0.980623441502268
"2","site01","lh_caudalanteriorcingulate",0.33726819500962,0.00948346800034744,0.972650547893479,0.986136037343283
"3","site01","lh_caudalmiddlefrontal",2.27386045810771,0.131533015525458,0.945317463871394,0.971890169512182
"4","site01","lh_cuneus",0.39446352397701,0.0175652888679347,0.957368785093811,0.978220166797843
"5","site01","lh_entorhinal",0.149366765819617,0.0337335056809613,0.815764851660229,0.89853592054993
"6","site01","lh_fusiform",2.0661159163912,0.116922951398864,0.946440279591894,0.972483242160064
"7","site01","lh_inferiorparietal",5.80553008062845,0.158326438994321,0.97345233935904,0.986547609949886
"8","site01","lh_inferiortemporal",4.12119021871325,0.181710552949216,0.957770219999981,0.978429653548862
"9","site01","lh_isthmuscingulate",0.194348552023688,0.0330031955336914,0.854836411471339,0.921737855259503
"10","site01","lh_lateraloccipital",3.24413441224903,0.113634290918666,0.966157796750126,0.9827876439565
"11","site01","lh_lateralorbitofrontal",1.07888238935674,0.113963630636681,0.904460736149911,0.949833951485567
"12","site01","lh_lingual",1.18941175051004,0.0445761921110934,0.963876314693636,0.981605935635498
"13","site01","lh_medialorbitofrontal",0.495600254288307,0.0675848745198266,0.879995278527939,0.936167592843151
"14","site01","lh_middletemporal",3.14959570088893,0.0924379255285944,0.97148767218965,0.985537657103412
"15","site01","lh_parahippocampal",0.0954992701241451,0.0103216183038491,0.902461428389231,0.94873223436604
"16","site01","lh_paracentral",0.386165953024318,0.0226131090366253,0.944681342232607,0.971553882068571
"17","site01","lh_parsopercularis",0.91135649030058,0.0431648424967715,0.954778546048551,0.976866224874736
"18","site01","lh_parsorbitalis",0.177412978409874,0.0125410789299691,0.933978357158583,0.965862350963486
"19","site01","lh_parstriangularis",0.437232863593147,0.0352084738947206,0.925475458853926,0.96129552268171
"20","site01","lh_pericalcarine",0.179887940265933,0.00863611331171723,0.954190920745505,0.976558887745256
"21","site01","lh_postcentral",2.43516904322221,0.0990102505491422,0.960930053058008,0.980075810933163
"22","site01","lh_posteriorcingulate",0.343837335611238,0.0257342815129254,0.930367267613304,0.963927741387074
"23","site01","lh_precentral",2.66408843250373,0.189544612195489,0.933577790407362,0.965648030819803
"24","site01","lh_precuneus",2.14077105173745,0.143861685785546,0.93703071683131,0.967491851328911
"25","site01","lh_rostralanteriorcingulate",0.328459279203268,0.0388379266189749,0.89426021760217,0.944178855169577
"26","site01","lh_rostralmiddlefrontal",6.38089219795172,0.733353635540271,0.896917585826479,0.945657944780716
"27","site01","lh_superiorfrontal",10.9623353815641,0.737162567742637,0.936991948634316,0.967471189635265
"28","site01","lh_superiorparietal",5.35507439129156,0.498455342444315,0.914845338604578,0.955529216829389
"29","site01","lh_superiortemporal",4.28037579539409,0.128940801980005,0.970757191248913,0.985161645124668
"30","site01","lh_supramarginal",4.64633131995349,0.312099671016612,0.937056768242821,0.967505740768297
"31","site01","lh_frontalpole",0.036200643869083,0.00905189182583084,0.799969400900374,0.888871158020228
"32","site01","lh_temporalpole",0.12907412393578,0.0402110854182058,0.762465453587726,0.865226108088788
"33","site01","lh_transversetemporal",0.0481890315558602,0.00373153962170372,0.928129842621681,0.962726492044118
"34","site01","lh_insula",0.5964720470601,0.115627235472095,0.837624839248638,0.911638571378923
"35","site01","rh_bankssts",0.148918532630832,0.0164525006570368,0.900511593052713,0.947653073018611
"36","site01","rh_caudalanteriorcingulate",0.422834779337043,0.0146698037937793,0.966469371157667,0.982948854669175
"37","site01","rh_caudalmiddlefrontal",1.76473819461669,0.135149297145163,0.928864578702062,0.963120573033183
"38","site01","rh_cuneus",0.470230407159903,0.0235276854224149,0.95234977253868,0.975593396392386
"39","site01","rh_entorhinal",0.113766674769904,0.0306199043268208,0.787931090836992,0.881389127167298
"40","site01","rh_fusiform",1.72214559274416,0.115842181386867,0.93697336673437,0.967461284693391
"41","site01","rh_inferiorparietal",7.92738767420373,0.199281280523576,0.975478110203117,0.987586860145897
"42","site01","rh_inferiortemporal",3.59347442538623,0.16296908420256,0.956616122727106,0.977827088082701
"43","site01","rh_isthmuscingulate",0.15676996707042,0.0196902590573604,0.888415313244005,0.940911571229524
"44","site01","rh_lateraloccipital",3.502227626372,0.159739524124483,0.956378766504548,0.977703071761817
"45","site01","rh_lateralorbitofrontal",1.17214019359371,0.141286900074631,0.89242882170184,0.943157080040428
"46","site01","rh_lingual",1.65099801764169,0.0373148171878197,0.977898161751766,0.988825596788008
"47","site01","rh_medialorbitofrontal",0.54010805836811,0.105700200453349,0.836328818949695,0.910870458114545
"48","site01","rh_middletemporal",3.53954313955027,0.124183779291326,0.966104520876629,0.982760080266625
"49","site01","rh_parahippocampal",0.0622116546596392,0.0103757492818715,0.857058542963844,0.923030799186752
"50","site01","rh_paracentral",0.429439063178949,0.0319189717262215,0.930815181894941,0.964168082103684
"51","site01","rh_parsopercularis",0.557123270124425,0.0359109490772546,0.939445401438054,0.968777364610229
"52","site01","rh_parsorbitalis",0.255543922072414,0.0165792188476089,0.939074571932559,0.968580332952271
"53","site01","rh_parstriangularis",0.980964408964795,0.0530366080138205,0.948707392794646,0.973678664386371
"54","site01","rh_pericalcarine",0.20937675827785,0.0128476884873674,0.942185980550821,0.970233351040002
"55","site01","rh_postcentral",1.97576129880095,0.0900475249226271,0.956410523622259,0.977719670290983
"56","site01","rh_posteriorcingulate",0.470013819860585,0.0285401618673917,0.942754119085616,0.970533642556027
