"","ROI","model","npar","fmin","chisq","df","pvalue","baseline.chisq","baseline.df","baseline.pvalue","cfi","tli","nnfi","rfi","nfi","pnfi","ifi","rni","logl","unrestricted.logl","aic","bic","ntotal","bic2","rmsea","rmsea.ci.lower","rmsea.ci.upper","rmsea.pvalue","rmr","rmr_nomean","srmr","srmr_bentler","srmr_bentler_nomean","crmr","crmr_nomean","srmr_mplus","srmr_mplus_nomean","cn_05","cn_01","gfi","agfi","pgfi","mfi"
"68","rh_insula","constrained","44","0.0262751014406659","407.999775170659","61","0","3363.87648298785","21","0","0.896197249004991","0.964264626706636","0.964264626706636",NA,NA,"2.55244748119113","0.894940129623995","0.896197249004991","10311.8687420967","10515.868629682","-20535.7374841933","-20229.6183546446","7764","-20369.4413902758","0.124041372558847","0.112768134182538","0.135604173271256","0","0.00169829903001611","0.0021924946200442","0.0843389200183947","0.0843389200183947","0.108881077556121","1.20181042125076","0.0470611257765962","0.934420880359683","0.10990921508845","1527.77046804066","1705.87152434028","0.999902263701724","0.999831765388214","0.580895600817192","0.97790112424573"
"69","lh_bankssts","e_constrained","64","0.0730671373414563","1134.58650863813","41","0","10771.3707212986","21","0","0.898274530526512","0.947896710757482","0.947896710757482",NA,NA,"1.7467297733798","0.89808492762813","0.898274530526512","12173.4551054251","12740.7483597441","-24218.9102108501","-23773.6460224156","7764","-23977.0249833337","0.268597228760461","0.255233598139802","0.282196762474741","0","0.000928692860390654","0.00119893732734491","0.0390588219052356","0.0390588219052356","0.0504247222538196","0.403690106554662","0.0669223715132495","0.314624687693482","0.0610991522297906","390.657985920002","445.454741888186","0.999558264815655","0.998868726966921","0.390303703404208","0.931996009655982"
"70","lh_caudalanteriorcingulate","e_constrained","64","0.024851032386951","385.886830904576","41","0","10357.075701905","21","0","0.966632710435643","0.982909437052403","0.982909437052403",NA,NA,"1.87963859535694","0.966568020546719","0.966632710435643","9193.25951241941","9386.2029278717","-18258.5190248388","-17813.2548364043","7764","-18016.6337973224","0.150838866952217","0.13728690889265","0.164772723710652","0","0.000888634771764419","0.00114722255730147","0.0256710360942495","0.0256710360942495","0.0331411650909727","0.21860880062958","0.0325865842675029","0.170998235560773","0.0379926092150984","1146.67447863301","1307.78819140962","0.999719497626691","0.999281640263478","0.390366660978041","0.978034199410612"
"71","lh_caudalmiddlefrontal","e_constrained","64","0.180446126198083","2801.96744760383","41","0","7346.0682099036","21","0","0.623079626225056","0.806943223188443","0.806943223188443",NA,NA,"1.20769580686078","0.622047684118714","0.623079626225056","12605.0293887972","14006.0131125991","-25082.0587775943","-24636.7945891598","7764","-24840.1735500779","0.426781513051627","0.413449409671325","0.440265781114866","0","0.00154055339219781","0.00198884587730848","0.0930836153799361","0.0930836153799361","0.120170430723756","1.14180699893522","0.179592730245023","0.887963832495862","0.147575774015167","158.7822376866","180.970810966352","0.999118304288206","0.997741998786869","0.39013190929349","0.837105028197546"
"72","lh_cuneus","e_constrained","64","0.0298913656661496","464.153126063972","41","0","10740.1222400982","21","0","0.960523528271649","0.979780343748894","0.979780343748894",NA,NA,"1.86800540226551","0.960449734420448","0.960523528271649","14664.0259378831","14896.1025009151","-29200.0518757663","-28754.7876873318","7764","-28958.1666482499","0.167079717562175","0.153584125908151","0.180929474521117","0","0.000448578860720312","0.000579112819010155","0.0261708839475201","0.0261708839475201","0.0337864658947574","0.247132183752689","0.0369795322235122","0.192934197623072","0.0392957827802138","953.488885633423","1087.43532819184","0.999758372702406","0.99938119838421","0.390381840769511","0.973116983700256"
"73","lh_entorhinal","e_constrained","64","0.0336897285431125","523.13410481745","41","0","4497.81136343051","21","0","0.892304127720048","0.944838699563927","0.944838699563927",NA,NA,"1.72530227360607","0.891820841067337","0.892304127720048","834.82693843089","1096.39399083962","-1541.65387686178","-1096.38968842729","7764","-1299.76864934539","0.178344155762442","0.164877713756257","0.192147117575399","0","0.00359552907052566","0.00464180807031683","0.0503994820813","0.0503994820813","0.065065451586118","0.350803230695216","0.0806736963893467","0.275332906845622","0.0761546782939515","846.100118185212","964.944711695957","0.999490785810466","0.998695914880461","0.390277354459325","0.969427743246978"
"74","lh_fusiform","e_constrained","64","0.0407320612479318","632.487447057885","41","0","7124.70459259452","21","0","0.916735354159504","0.957352254569502","0.957352254569502",NA,NA,"1.77906058124032","0.91650026630469","0.916735354159504","15703.009049664","16019.2527731929","-31278.018099328","-30832.7539108935","7764","-31036.1328718116","0.197536667005775","0.184107170761569","0.211275611311395","0","0.000543405396357569","0.000701533350110701","0.0453789571671885","0.0453789571671885","0.0585839817922602","0.698646233407535","0.0619392812726716","0.542762475489294","0.0672967232523947","699.98730143095","798.284366974051","0.999871171887916","0.999670074347102","0.390425886165758","0.962624693332307"
"75","lh_inferiorparietal","e_constrained","64","0.184804670144319","2869.64691800098","41","0","7011.99442641023","21","0","0.595387044321612","0.792759217823265","0.792759217823265",NA,NA,"1.15337233342629","0.594226197157123","0.595387044321612","14493.3501743505","15928.173633351","-28858.700348701","-28413.4361602665","7764","-28616.8151211846","0.43198068218241","0.418648845699864","0.445462908744239","0","0.00135076939197863","0.00174383578656665","0.103178705178055","0.103178705178055","0.133203135612618","1.37867032444792","0.198150706562076","1.07150263631456","0.162008306577925","155.061006960366","176.726271648033","0.999281459007267","0.998159834043","0.390195617326647","0.833464408807706"
"76","lh_inferiortemporal","e_constrained","64","0.087829439033511","1363.81552931236","41","0","7246.36808766904","21","0","0.81692067265474","0.906227661603647","0.906227661603647",NA,NA,"1.58492964025097","0.816412497846409","0.81692067265474","12759.3068914583","13441.2146561145","-25390.6137829167","-24945.3495944822","7764","-25148.7285554003","0.295409595525746","0.282057055540404","0.308978164844637","0","0.00107124305684767","0.00138296883963712","0.0619884602492748","0.0619884602492748","0.080026758067494","0.782843958369909","0.114951721120901","0.608754989385892","0.0979683338956399","325.164584070143","370.751145230643","0.999633582338506","0.999061613305929","0.390333113103607","0.918338658378502"
"77","lh_isthmuscingulate","e_constrained","64","0.0174469632057308","270.916444658587","41","0","11664.6306028879","21","0","0.98025388708213","0.989886137285969","0.989886137285969",NA,NA,"1.90703600111372","0.980219911272691","0.98025388708213","14381.0573380561","14516.5155603853","-28634.1146761121","-28188.8504876776","7764","-28392.2294485957","0.123157247245169","0.109442156909643","0.137305253668202","0","0.000401482057297496","0.000518311107238098","0.0208489251113943","0.0208489251113943","0.0269158465809186","0.225591092248371","0.0250066464588345","0.175847413770239","0.0302156365100965","1632.87101604365","1862.35749153977","0.999884669905942","0.999704642442046","0.390431156820415","0.985302506605132"
"78","lh_lateraloccipital","e_constrained","64","0.0676425977331611","1050.35425760053","41","0","8813.39478670106","21","0","0.885201440325766","0.941200737727831","0.941200737727831",NA,NA,"1.71970197958764","0.884939713482719","0.885201440325766","16387.780073686","16912.9572024862","-32647.5601473719","-32202.2959589375","7764","-32405.6749198555","0.258045782460012","0.244676430979158","0.271659832264254","0","0.000506812983579416","0.000654292748348256","0.0435204332501131","0.0435204332501131","0.0561846377324732","0.530113988326544","0.0795437394023432","0.412411058369887","0.0684077430669868","421.90627101174","481.097405420682","0.999718243368988","0.999278428140091","0.390366171220271","0.937065396037925"
"79","lh_lateralorbitofrontal","e_constrained","64","0.0245601606319106","381.370174292307","41","0","5073.41960500319","21","0","0.932632243379933","0.965494563682405","0.965494563682405",NA,NA,"1.80562000570896","0.932364508326389","0.932632243379933","14045.6813540248","14236.3664411709","-27963.3627080495","-27518.0985196151","7764","-27721.4774805331","0.149847914884853","0.136291812380806","0.163787681429614","0","0.000547679334474502","0.000707050980493903","0.0405248727529197","0.0405248727529197","0.0523173857597443","0.586322175292963","0.0684206135515339","0.455579354833133","0.0614370875538813","1160.24297076543","1323.26479111099","0.999922764457812","0.999802201660251","0.390446031835908","0.978318723312662"
"80","lh_lingual","e_constrained","64","0.0305723252602806","474.727066641638","41","0","10320.5985462298","21","0","0.957888934729364","0.978430917788211","0.978430917788211",NA,NA,"1.86257530028247","0.957807003387237","0.957888934729364","16031.1490349757","16268.5125682965","-31934.2980699513","-31489.0338815168","7764","-31692.4128424349","0.169154368508105","0.155664659773684","0.182994889173441","0","0.000367536557758012","0.00047448765577306","0.0265902622342914","0.0265902622342914","0.0343278809348996","0.294774810375912","0.0352108355447558","0.229651938631244","0.0396513087964582","932.273409235955","1063.23636544247","0.99980449000819","0.999499303679511","0.390399848479388","0.972454555922866"
"81","lh_medialorbitofrontal","e_constrained","64","0.0164922451080478","256.091582037766","41","0","4302.96112999044","21","0","0.949767974180969","0.974271401409765","0.974271401409765",NA,NA,"1.8361846141545","0.949532251590889","0.949767974180969","12488.5126411675","12616.5584321864","-24849.025282335","-24403.7610939005","7764","-24607.1400548186","0.119120542493997","0.105370230568722","0.133310916711632","1.22124532708767e-15","0.000604583410114135","0.000780513826255112","0.0378250084409966","0.0378250084409966","0.0488318759207115","0.46064344403614","0.0587457329754566","0.358403658687803","0.0564018435819854","1727.33825091035","1970.10944840121","0.99992273525319","0.999802126867926","0.390446020432198","0.986243641927856"
"82","lh_middletemporal","e_constrained","64","0.262605029430039","4077.73089698964","41","0","8895.10390321042","21","0","0.545111152515438","0.767008151288395","0.767008151288395",NA,NA,"1.05736227482009","0.54408363159981","0.545111152515438","10546.5131547407","12585.3786032355","-20965.0263094814","-20519.7621210469","7764","-20723.141081965","0.516047709812937","0.502718015682487","0.529503878438572","0","0.00249384453065329","0.00321953944508355","0.106931419288769","0.106931419288769","0.138047868697241","1.21487016446076","0.211545543660281","0.945427830854703","0.170266329655198","109.418310324087","124.664941749554","0.998455367787102","0.996044234576725","0.389873048374011","0.771078852304914"
"83","lh_parahippocampal","e_constrained","64","0.0312712899139792","485.580589784268","41","0","13437.0882826379","21","0","0.966862129972742","0.983026944620185","0.983026944620185",NA,NA,"1.88182710363043","0.966812656022843","0.966862129972742","6813.22601036854","7056.01630526067","-13498.4520207371","-13053.1878323026","7764","-13256.5667932207","0.171257738387079","0.15777374559814","0.185089194165604","0","0.00106244210586134","0.00137160686077017","0.0187138967906587","0.0187138967906587","0.0241595368709553","0.134250492600849","0.0271424591873368","0.105408706783263","0.0283130338621199","911.457920083579","1039.49363927544","0.999511241650998","0.99874830178914","0.390285341978009","0.97177508205272"
"84","lh_paracentral","e_constrained","64","0.0469147887085819","728.49283906686","41","0","8329.59876673459","21","0","0.917255260680128","0.957618548153237","0.957618548153237",NA,NA,"1.78162896506793","0.917055601505765","0.917255260680128","13159.6608349807","13523.9072545141","-26191.3216699614","-25746.0574815269","7764","-25949.436442445","0.212965397431479","0.199557443530025","0.226663575679548","0","0.000711150925012809","0.000918091896404869","0.0386464942346563","0.0386464942346563","0.0498924095200416","0.462498662507318","0.0626223191417621","0.359928355627643","0.0591977007112196","607.870335711518","693.213192503733","0.999776349522454","0.999427236581893","0.39038886028972","0.956691408049992"
"85","lh_parsopercularis","e_constrained","64","0.117905357590234","1830.83439266115","41","0","7982.13399376951","21","0","0.775178461502859","0.884847504672196","0.884847504672196",NA,NA,"1.50457010405572","0.774612241266118","0.775178461502859","14330.6608148686","15246.0780111992","-28533.3216297372","-28088.0574413028","7764","-28291.4364022209","0.343622331455038","0.330281670371506","0.357150352773885","0","0.000958809303798645","0.00123781748860029","0.0652389162640754","0.0652389162640754","0.0842230787384614","0.8708917856298","0.127959787024003","0.676890778546499","0.104489533376395","242.474977518497","276.433078965493","0.999578174292628","0.998919714651853","0.390311477580931","0.891129993437257"
"86","lh_parsorbitalis","e_constrained","64","0.0511450722172519","794.180681389488","41","0","8124.18289288453","21","0","0.907051254877776","0.95239210615691","0.95239210615691",NA,NA,"1.76152566815886","0.906821274320973","0.907051254877776","9492.79993974663","9889.89028044137","-18857.5998794933","-18412.3356910588","7764","-18615.7146519769","0.222907428450402","0.209510588663588","0.23658319623316","0","0.00133103949131067","0.00171836459433021","0.0475712844054896","0.0475712844054896","0.0614142640867192","0.503469256237913","0.0731600295106806","0.392365244784013","0.0718200084642498","557.675205237237","635.959229887475","0.999694717806544","0.999218179748467","0.39035698504827","0.952652880244972"
"87","lh_parstriangularis","e_constrained","64","0.112677563259214","1749.65720228907","41","0","7563.74105918887","21","0","0.773469990699533","0.883972434260736","0.883972434260736",NA,NA,"1.50075293283163","0.772867736793628","0.773469990699533","13093.9657878857","13968.7943890303","-26059.9315757715","-25614.667387337","7764","-25818.0463482551","0.335739490028758","0.322397381511155","0.349273129528261","0","0.00114649892390367","0.00148012374624121","0.0679377794233494","0.0679377794233494","0.0877072960949817","0.8232518726202","0.128626598901024","0.640352172916747","0.107423539746284","253.678463661078","289.212087023013","0.999547986655101","0.99884240484843","0.39029969002723","0.895800836230112"
"88","lh_pericalcarine","e_constrained","64","0.0193224399664723","300.038847799383","41","0","8801.12547191068","21","0","0.970497135988763","0.984888776969854","0.984888776969854",NA,NA,"1.88582240446712","0.970429778816526","0.970497135988763","12929.4337099823","13079.453133882","-25730.8674199646","-25285.6032315301","7764","-25488.9821924482","0.130724625244738","0.117065996562161","0.144802236881284","0","0.000540443017135026","0.000697708934979349","0.0282830853880958","0.0282830853880958","0.0365133062291525","0.225301422768868","0.0338462652945336","0.176498618885795","0.0413081259145501","1474.47817474472","1681.69020910171","0.999780913189039","0.99943892402071","0.390390642292863","0.983456326426852"
"89","lh_postcentral","e_constrained","64","0.0635532529615431","986.854911986841","41","0","9033.19631511371","21","0","0.895047236110401","0.946243706300449","0.946243706300449",NA,NA,"1.73908804190772","0.894813805343964","0.895047236110401","14170.2822445762","14663.7097005696","-28212.5644891524","-27767.3003007179","7764","-27970.679261636","0.249796999496393","0.236422495510363","0.263423520654409","0","0.00078865524016378","0.00101814953701784","0.0477245633466901","0.0477245633466901","0.0616121463489172","0.519240228440788","0.0745217407240773","0.404535072662211","0.0719541430630597","448.989555949879","511.989353877081","0.999624469434607","0.99903827538131","0.390329554731608","0.940905225357816"
"90","lh_posteriorcingulate","e_constrained","64","0.0282465158519977","438.611898149821","41","0","11099.1732179906","21","0","0.964108532126568","0.981616565235559","0.981616565235559",NA,NA,"1.87522768171685","0.964043618207848","0.964108532126568","15955.4925445796","16174.7984936545","-31782.9850891592","-31337.7209007247","7764","-31541.0998616428","0.161958834023817","0.148447567482818","0.175832728959505","0","0.00034434495232008","0.00044454742189542","0.0223679077147903","0.0223679077147903","0.0288768446896291","0.282824570780289","0.0355426167642296","0.220026856559421","0.0340528418906965","1008.95417468801","1150.70058033932","0.999858647264673","0.999637999092454","0.390420995598586","0.974718932111139"
"91","lh_precentral","e_constrained","64","0.119828399392528","1860.69538576718","41","0","6651.31313435343","21","0","0.725549103203158","0.85942758944552","0.85942758944552",NA,NA,"1.40620515882344","0.724718731354749","0.725549103203158","12843.2680995226","13773.6157924062","-25558.5361990451","-25113.2720106106","7764","-25316.6509715287","0.34647691400075","0.333136737555678","0.360002982709382","0","0.00125637313622594","0.00162197074440849","0.0808419425605372","0.0808419425605372","0.104366499070672","1.00753514197778","0.14404788317562","0.783563423097611","0.125597374318287","238.599715240687","272.012846973157","0.999557365437376","0.998866423681086","0.390303352218404","0.88941795989224"
"92","lh_precuneus","e_constrained","64","0.0463590604109114","719.863490060632","41","0","8562.41522246148","21","0","0.920520959070645","0.959291222938623","0.959291222938623",NA,NA,"1.78823944209516","0.920334419537353","0.920520959070645","17548.2962332653","17908.2279782956","-34968.5924665306","-34523.3282780961","7764","-34726.7072390142","0.211624615432028","0.198215021492395","0.225326030113189","0","0.000372954258386719","0.000481481877209634","0.036650191587669","0.036650191587669","0.0473151938847843","0.548098286534821","0.0647747011434824","0.425776715899891","0.0577023363335443","615.145181568668","701.511084128056","0.999869197081775","0.999665016916742","0.390425115050979","0.957223216294342"
"93","lh_rostralanteriorcingulate","e_constrained","64","0.0209442858353183","325.222870450823","41","0","4525.17451491055","21","0","0.936897900045849","0.967679412218606","0.967679412218606",NA,NA,"1.81206394682578","0.936616456494782","0.936897900045849","8116.68094885632","8279.29238408173","-16105.3618977126","-15660.0977092781","7764","-15863.4766701962","0.136931847028135","0.123311898209723","0.150959174930686","0","0.00141906919777744","0.00183201045670265","0.049793229033168","0.049793229033168","0.0642827822664504","0.520585518849409","0.0584409455555087","0.405894326324279","0.0709034130463608","1360.37762677976","1551.54394897738","0.99985372503675","0.999625393386799","0.390419073585779","0.981862604581583"
"94","lh_rostralmiddlefrontal","e_constrained","64","0.149695057295445","2324.46484968368","41","0","6248.07390341604","21","0","0.633300505967817","0.812178307934735","0.812178307934735",NA,NA,"1.22603856796705","0.632118952470184","0.633300505967817","14873.6959589023","16035.9283837441","-29619.3919178046","-29174.1277293701","7764","-29377.5066902882","0.388125449963286","0.374790559521922","0.401627100930295","0","0.00117896572861594","0.00152203821089294","0.0981322906047","0.0981322906047","0.126688242412397","1.33461589781043","0.183325407072994","1.03717073877248","0.152883625194343","191.194613555075","217.941268832352","0.999476907014025","0.998660371621284","0.390271935119762","0.863246786098036"
"95","lh_superiorfrontal","e_constrained","64","0.158878267411624","2467.06173636769","41","0","8377.75121240348","21","0","0.709688409442318","0.851303819470456","0.851303819470456",NA,NA,"1.37744810700104","0.708991947275795","0.709688409442318","14293.4078474846","15526.9387156684","-28458.8156949691","-28013.5515065347","7764","-28216.9304674528","0.400060690095793","0.386726831585651","0.413556519746012","0","0.00112565393582785","0.00145321298235136","0.0781094490759592","0.0781094490759592","0.100838865150875","1.12598635115695","0.149029319528096","0.874767589102957","0.124081134216026","180.201309513582","205.402000328144","0.999498572798593","0.998715857167129","0.390280395092784","0.855355697696035"
"96","lh_superiorparietal","e_constrained","64","0.113648573601763","1764.73505088817","41","0","6430.68591023577","21","0","0.731073398130867","0.862257106359712","0.862257106359712",NA,NA,"1.41660060990318","0.730231645951973","0.731073398130867","15280.8735210707","16163.2410465148","-30433.7470421414","-29988.4828537069","7764","-30191.861814625","0.33721758359612","0.323875763584565","0.350750144009129","0","0.000906683463206097","0.00117052331775963","0.0791914274143289","0.0791914274143289","0.102235693179363","1.0287231591913","0.147885184190242","0.799732401470394","0.124079603965946","251.519585693863","286.749610737762","0.999581994929135","0.998929499208761","0.39031296944852","0.894931426524488"
"97","lh_superiortemporal","e_constrained","64","0.130178108931131","2021.40567548261","41","0","9409.75239860625","21","0","0.789066151560606","0.891960711774945","0.891960711774945",NA,NA,"1.53296992319898","0.78861585927095","0.789066151560606","12497.3653649098","13508.0682026511","-24866.7307298196","-24421.4665413852","7764","-24624.8455023032","0.361453169046907","0.348115249247441","0.374969629546836","0","0.00120575860858779","0.00155662767020224","0.0609686896021627","0.0609686896021627","0.0787102398230885","0.747688288872828","0.115191286791042","0.581557380255147","0.0973319277215239","219.709534246455","250.466180867522","0.999495487907696","0.998707956836783","0.390279190516339","0.880260214098751"
"98","lh_supramarginal","e_constrained","64","0.248135378810735","3853.0461621731","41","0","7546.34693984805","21","0","0.493439147371713","0.740542002312341","0.740542002312341",NA,NA,"0.95552591833149","0.49208928078543","0.493439147371713","12543.0751058122","14469.5981868987","-24958.1502116244","-24512.8860231899","7764","-24716.264984108","0.501480478060797","0.488150631071199","0.514940388823581","0","0.00206707509504452","0.00266858247282252","0.120926347650364","0.120926347650364","0.156115243522517","1.46808639700321","0.231832598887391","1.14181495675702","0.189613028271561","115.740565049083","131.876281420457","0.998523028920805","0.996217513089867","0.389899468435743","0.782317205337438"
"99","lh_frontalpole","e_constrained","64","0.0596736137218028","926.611873872154","41","0","6597.35495436015","21","0","0.865333930419162","0.931024696068351","0.931024696068351",NA,NA,"1.67816509082535","0.864923134876461","0.865333930419162","3030.59116959474","3493.89710653082","-5933.18233918949","-5487.918150755","7764","-5691.29711167309","0.241711142420762","0.228330901626716","0.255350975995576","0","0.00372604013058426","0.00481029712435112","0.0642219248245181","0.0642219248245181","0.082910148435581","0.476071262610648","0.096712153110987","0.373256715636379","0.0964028478958394","478.115290958315","545.210977719626","0.999374938592444","0.998399232980648","0.390232118878954","0.944562688422047"
"100","lh_temporalpole","e_constrained","64","0.0286515428520906","444.901157407263","41","0","2986.62388718791","21","0","0.863805670317063","0.930241928698983","0.930241928698983",NA,NA,"1.66154535398492","0.862880947169106","0.863805670317063","-193.054851158141","29.3957275454918","514.109702316282","959.373890750771","7764","755.994929832676","0.163234707172729","0.149727506784083","0.177102399562346","0","0.00412004341070887","0.00531895317177569","0.0564861766355925","0.0564861766355925","0.0729233404668601","0.438991405425984","0.0833140574717766","0.343754916177135","0.0824472763523405","994.705425232784","1134.4480602058","0.999693519873814","0.999215111871964","0.390356517284061","0.974324224565135"
"101","lh_transversetemporal","e_constrained","64","0.0354060997830528","549.785917431244","41","0","9436.41527293889","21","0","0.945962455963726","0.972322233542396","0.972322233542396",NA,NA,"1.83863102488907","0.945847426361592","0.945962455963726","9213.31148761373","9488.20444632935","-18298.6229752275","-17853.358786793","7764","-18056.7377477111","0.183207182849712","0.169751423508081","0.196992250312127","0","0.000969261785138207","0.00125131158398518","0.0291631921009496","0.0291631921009496","0.0376495191097418","0.263483650220107","0.0433144893880374","0.205814271213838","0.0441822812334251","805.132444631471","918.215843218908","0.999621217981467","0.999029948489124","0.390328285116573","0.967765272465914"
"102","lh_insula","e_constrained","64","0.0264903776739843","411.342584521629","41","0","3310.46089457644","21","0","0.887415416571075","0.942334725560794","0.942334725560794",NA,NA,"1.7097871104664","0.886726712304168","0.887415416571075","10908.3509182249","11114.0222104857","-21688.7018364497","-21243.4376480152","7764","-21446.8166089333","0.156306407744062","0.142775716110974","0.170209384607168","0","0.00103172486570446","0.00133195107424716","0.0547595791018715","0.0547595791018715","0.0706943126356253","0.746710533587541","0.0721194097167513","0.580546838242331","0.079026476866732","1075.77492106022","1226.91818309554","0.999873192955609","0.999675250252168","0.390426675344571","0.976432177147854"
"103","rh_bankssts","e_constrained","64","0.059756184360475","927.894030749455","41","0","11854.1457157681","21","0","0.925050020336719","0.961610986026124","0.961610986026124",NA,NA,"1.79955655871305","0.924923127836675","0.925050020336719","12316.776526249","12780.7235416238","-24505.5530524981","-24060.2888640636","7764","-24263.6678249817","0.241886049467592","0.228505940647868","0.255525582755401","0","0.000809755428531539","0.0010453897630679","0.0315594528994088","0.0315594528994088","0.0407430784982758","0.334761628156451","0.051284510702107","0.26088068254615","0.0484309580034431","477.456016697144","544.45899115148","0.999628521732182","0.999048653216564","0.390331137057328","0.944484698497481"
"104","rh_caudalanteriorcingulate","e_constrained","64","0.0411028003109696","638.244283228736","41","0","11623.0380550338","21","0","0.948522468173632","0.973633459308446","0.973633459308446",NA,NA,"1.84517180657573","0.948433576164157","0.948522468173632","10647.5147264879","10966.6368681023","-21167.0294529758","-20721.7652645413","7764","-20925.1442254594","0.198495632926671","0.185067656567549","0.21223180126758","0","0.000871479117838857","0.00112507470331914","0.0284377183569075","0.0284377183569075","0.0367129365334799","0.252416912800373","0.0372388102659035","0.19731323310376","0.0419692693588318","693.682575347879","791.093020959902","0.99944659975283","0.998582755464564","0.390260100855867","0.962267876902426"
"105","rh_caudalmiddlefrontal","e_constrained","64","0.19728186605789","3063.39281614691","41","0","6862.93509239528","21","0","0.55825467863525","0.773740201252201","0.773740201252201",NA,NA,"1.08090108212351","0.556959605271514","0.55825467863525","11977.3479926388","13509.0444007122","-23826.6959852775","-23381.431796843","7764","-23584.8107577611","0.446529761095386","0.433198566328332","0.460006590708684","0","0.00189275030733937","0.00244353013961812","0.10353136144037","0.10353136144037","0.133658412889578","1.22471648256355","0.198197891963106","0.952699726403997","0.162779173320217","145.317337129493","165.612370698462","0.998722680572913","0.996728816101363","0.38997742765228","0.82312971814746"
"106","rh_cuneus","e_constrained","64","0.0273431943879889","424.585122456692","41","0","10160.7165890516","21","0","0.962170035120028","0.980623676524892","0.980623676524892",NA,NA,"1.8707969520318","0.962095270249792","0.962170035120028","14813.1483790338","15025.4409402621","-29498.2967580675","-29053.032569633","7764","-29256.4115305511","0.159076428874664","0.145555552461775","0.172964814350236","0","0.000393702737129106","0.000508268048085769","0.0241969900354634","0.0241969900354634","0.0312381798118989","0.238129127142051","0.0382562792554203","0.185771025963344","0.0367907982812038","1042.25337988742","1188.68258041829","0.999819493432137","0.999537727082303","0.390405706959216","0.975599814443951"
"107","rh_entorhinal","e_constrained","64","0.0305735634445866","474.74629316754","41","0","4521.83987195157","21","0","0.903629921190805","0.950639715731876","0.950639715731876",NA,NA,"1.7474011993952","0.903199778264197","0.903629921190805","-394.35060110554","-156.977454521769","916.701202211079","1361.96539064557","7764","1158.58642972747","0.169158117657117","0.155668419315921","0.182998621907151","0","0.00405330007189563","0.00523278789187769","0.0481547506871024","0.0481547506871024","0.0621675158173059","0.316419692350152","0.081667605920958","0.248689235778383","0.0734200695258072","932.235694033998","1063.19334643361","0.999508900945335","0.998742307299028","0.390284427988178","0.972453351845642"
"108","rh_fusiform","e_constrained","64","0.0685403081076703","1064.2939042959","41","0","7328.90515648508","21","0","0.859974386314","0.928279563721805","0.928279563721805",NA,NA,"1.66885877517774","0.859590117828944","0.859974386314","15467.9744481776","16000.1214003256","-30807.9488963553","-30362.6847079208","7764","-30566.0636688389","0.259821537973466","0.246453216913185","0.273433036486213","0","0.0006060725545786","0.000782436303492102","0.0474782935580343","0.0474782935580343","0.0612942134188712","0.697826047683119","0.0839934655458504","0.542132404411954","0.074180366420447","416.393428472579","474.809303812735","0.999758681804003","0.999381989985861","0.390381961466325","0.936224560180313"
"109","rh_inferiorparietal","e_constrained","64","0.203396796703285","3158.34545920861","41","0","7310.53023001941","21","0","0.572353037734736","0.780961312010475","0.780961312010475",NA,NA,"1.10889992958496","0.57117649138653","0.572353037734736","14585.2329213432","16164.4056509475","-29042.4658426864","-28597.2016542519","7764","-28800.58061517","0.453489694303173","0.440158756410781","0.466964095184762","0","0.00140110900259344","0.0018088239444219","0.107438585179634","0.107438585179634","0.138702617046936","1.45553619844338","0.202622870230629","1.13118797771646","0.168181397281625","140.978574072363","160.663456819235","0.999172567318119","0.997880965082987","0.390153097714694","0.818111695076659"
"110","rh_inferiortemporal","e_constrained","64","0.112191392098465","1742.10793650496","41","0","7624.00158218401","21","0","0.776258373996509","0.885400630583578","0.885400630583578",NA,NA,"1.50625586759973","0.775668260375725","0.776258373996509","12947.8464627762","13818.9004310286","-25767.6929255523","-25322.4287371178","7764","-25525.8076980359","0.334996979345834","0.321654726838817","0.348531163546706","0","0.00125313376212631","0.00161778873042848","0.0732216798517376","0.0732216798517376","0.0945287822157036","0.955242232814191","0.124597999889841","0.742713653932051","0.113408767979612","254.773422727692","290.461027804199","0.999603430361375","0.998984394827912","0.390321339474442","0.896236454646437"
"111","rh_isthmuscingulate","e_constrained","64","0.00891015573769869","138.356898294985","41","1.75093273213633e-12","11957.5840701246","21","0","0.99184382251044","0.995822445676079","0.995822445676079",NA,NA,"1.92979065560549","0.991830133726068","0.99184382251044","14242.8613822076","14312.0398313551","-28357.7227644152","-27912.4585759807","7764","-28115.8375368988","0.0801416574864919","0.0656729933382328","0.0950476792849442","0.000457854412096226","0.00033300381640638","0.000429906078388474","0.0165854094409554","0.0165854094409554","0.0214116715182839","0.179028652393406","0.0153932843366877","0.13959658795678","0.0231205995205359","3196.36430243873","3645.72144187159","0.999941909853214","0.999851232550915","0.390453507656969","0.993749849771489"
"112","rh_lateraloccipital","e_constrained","64","0.0949608667981388","1474.5523396415","41","0","9139.3928417848","21","0","0.842784538403272","0.919475007474847","0.919475007474847",NA,NA,"1.63738323305296","0.842438948881407","0.842784538403272","15824.8766933561","16562.1528631769","-31521.7533867122","-31076.4891982777","7764","-31279.8681591958","0.30752592436389","0.294177153905204","0.321082754164962","0","0.000635793256268658","0.000820805564386499","0.0500322859665127","0.0500322859665127","0.0645914034403302","0.600760112443668","0.0930453278578972","0.467408869019774","0.0790572821669898","300.820278956953","342.983353381122","0.999573076934667","0.998906660442439","0.390309487184013","0.911812889255238"
