"","region","m_constrained","m_e_constrained","m_time_constrained","m_unconstrained"
"1","lh_bankssts",0.891703304558338,0.894895903996371,0.997675644635135,0.999644528837498
"2","lh_caudalanteriorcingulate",0.967806215113275,0.970549321757668,0.997662735959098,1
"3","lh_caudalmiddlefrontal",0.597115398448554,0.619297650349989,0.995934284909795,1
"4","lh_cuneus",0.966546555034767,0.968698679467255,0.998448222198976,1
"5","lh_entorhinal",0.8838602319247,0.90430918036896,0.990210129933254,1
"6","lh_fusiform",0.897721961603494,0.910479703731802,0.992947769485877,1
"7","lh_inferiorparietal",0.591295724290062,0.613140779750501,0.995560468936368,0.999475975756546
"8","lh_inferiortemporal",0.822355589955105,0.83678782433016,0.993915833109916,0.999721778077217
"9","lh_isthmuscingulate",0.980244573940651,0.982002205281571,0.998061617854376,0.999892010544841
"10","lh_lateraloccipital",0.863226785869112,0.87288720060331,0.991038481253844,0.999443080559021
"11","lh_lateralorbitofrontal",0.909263211738451,0.922328205205368,0.992944041191957,1
"12","lh_lingual",0.944121777064615,0.95109931856964,0.994366755499119,0.999939433793423
"13","lh_medialorbitofrontal",0.947625776755185,0.950160700001173,0.998381940202688,1
"14","lh_middletemporal",0.522485673415029,0.572670287338968,0.983758308719066,0.999371294017349
"15","lh_parahippocampal",0.967913539236417,0.969917481753177,0.997956340727961,0.999379034387715
"16","lh_paracentral",0.920027435523668,0.925008783027534,0.997211593227075,1
"17","lh_parsopercularis",0.765938676908593,0.778675375482398,0.99525727687933,0.999601806123001
"18","lh_parsorbitalis",0.898938312407241,0.91029836711494,0.992171744200803,0.999671031545858
"19","lh_parstriangularis",0.7613510844965,0.768016488927309,0.998631352293011,1
"20","lh_pericalcarine",0.961734238704266,0.966928695397048,0.995746096194938,1
"21","lh_postcentral",0.887857851734122,0.893368058702683,0.994816049712696,0.999822486975576
"22","lh_posteriorcingulate",0.955757938255723,0.96263212831556,0.99291870458962,1
"23","lh_precentral",0.72386715461844,0.749415064484016,0.992673010198561,1
"24","lh_precuneus",0.905284701518562,0.90900721017653,0.996987300064297,1
"25","lh_rostralanteriorcingulate",0.933794740673572,0.943764941551186,0.99581851062736,1
"26","lh_rostralmiddlefrontal",0.593691373715101,0.612073879375413,0.998938272556107,1
"27","lh_superiorfrontal",0.71368254750403,0.717683891970945,0.995311019132718,0.999840668845933
"28","lh_superiorparietal",0.732650311759834,0.746772789392486,0.995254472140853,0.999517708629128
"29","lh_superiortemporal",0.787983072263515,0.797613527500396,0.995535504762743,0.99943254669255
"30","lh_supramarginal",0.443382860260068,0.494858235751385,0.994164063463482,1
"31","lh_frontalpole",0.858521190193624,0.872834188517229,0.992462764702733,0.999908670397429
"32","lh_temporalpole",0.844029165326618,0.876493053004929,0.988500173366881,0.999930710320668
"33","lh_transversetemporal",0.942185445092567,0.945637253862476,0.997931174683709,1
"34","lh_insula",0.854442587177494,0.883133521314749,0.983873690652444,1
"35","rh_bankssts",0.920695767922374,0.923170865672912,0.997875539931446,1
"36","rh_caudalanteriorcingulate",0.948491960829288,0.955483455183332,0.993206140992957,0.999533850255063
"37","rh_caudalmiddlefrontal",0.523486300879973,0.550367915951594,0.999701201621915,1
"38","rh_cuneus",0.962041075892295,0.965557956246997,0.997493643139366,1
"39","rh_entorhinal",0.890448903374863,0.900507056640507,0.992402535414449,0.999049996140239
"40","rh_fusiform",0.875835931273929,0.884496780298659,0.995221517278807,1
"41","rh_inferiorparietal",0.558111859955597,0.580932333879765,0.996575765177848,0.999760783408493
"42","rh_inferiortemporal",0.774280660697251,0.792418833880484,0.993127646199043,0.999043707192626
"43","rh_isthmuscingulate",0.988057158069775,0.990758879558104,0.997104422298022,0.999709563082813
"44","rh_lateraloccipital",0.8342470840487,0.844202293948461,0.994570377053888,0.999873995833583
"45","rh_lateralorbitofrontal",0.932283656323882,0.94661936672848,0.98958728644905,0.999645231263167
"46","rh_lingual",0.949959736480372,0.955904436726698,0.994974410923091,1
"47","rh_medialorbitofrontal",0.927124261486674,0.932581342073107,0.99118916589428,0.998477269822694
"48","rh_middletemporal",0.504716070211183,0.553789528128575,0.985548816956283,0.99956583088886
"49","rh_parahippocampal",0.952565811685096,0.955443329106937,0.997322111211425,1
"50","rh_paracentral",0.905738041733374,0.914291078012111,0.994526459180312,0.999674494127078
"51","rh_parsopercularis",0.85957788629291,0.866471696343547,0.994253438716565,1
"52","rh_parsorbitalis",0.885048716560205,0.892344123227415,0.996253123845555,0.999980368072413
"53","rh_parstriangularis",0.693378335229056,0.712834573379959,0.992379434334007,0.999721077437067
"54","rh_pericalcarine",0.964924452878843,0.968026113924101,0.99627723843338,0.999451939693619
"55","rh_postcentral",0.935209254015065,0.942768282085566,0.992552856718768,0.999660175777442
"56","rh_posteriorcingulate",0.957278443713226,0.966057938106253,0.991615179854466,0.999788808977188
"57","rh_precentral",0.811879609050791,0.833435647713893,0.986153466803814,1
"58","rh_precuneus",0.916825776459051,0.922013000261924,0.99649327541953,0.999353151628379
"59","rh_rostralanteriorcingulate",0.920561599680658,0.927610661914083,0.996170230276589,1
"60","rh_rostralmiddlefrontal",0.549343926534734,0.582460509127773,0.993583232179088,0.998681784333806
"61","rh_superiorfrontal",0.659014123227805,0.675796146064141,0.995269853763813,1
"62","rh_superiorparietal",0.730129712989183,0.740106720190832,0.997249543661009,1
"63","rh_superiortemporal",0.781768174950156,0.78923034366807,0.994564696483776,0.999921248627766
"64","rh_supramarginal",0.488045625035214,0.543619965801268,0.988673575041503,1
"65","rh_frontalpole",0.853095021786897,0.866628396325876,0.99438450525142,1
"66","rh_temporalpole",0.823272996382316,0.855756162814946,0.981528163532194,1
