"","label","timeest","eest","ICC","ICC2"
"1","lh_bankssts",0.338609025398114,0.0197507105575459,0.944885798888998,0.971662020321455
"2","lh_caudalanteriorcingulate",0.315753056697674,0.0097510654444608,0.970043189068423,0.984794241672659
"3","lh_caudalmiddlefrontal",1.99327989646605,0.100400655313183,0.952045857603319,0.97543389801611
"4","lh_cuneus",0.38990611163931,0.0158289384498227,0.960987007540154,0.980105476545253
"5","lh_entorhinal",0.140864386598366,0.0277246983726684,0.83554867518599,0.910407860097681
"6","lh_fusiform",2.12903952387469,0.0953862760166696,0.957118697318954,0.978089583279547
"7","lh_inferiorparietal",5.28261640435336,0.181235840464594,0.966830025347687,0.983135311119455
"8","lh_inferiortemporal",3.93077622702167,0.156937705859681,0.96160746362477,0.980428022219603
"9","lh_isthmuscingulate",0.261168249580879,0.0111138745410408,0.959182503894144,0.979166628384417
"10","lh_lateraloccipital",3.76552085824004,0.139098232586793,0.964375978974856,0.981864964340719
"11","lh_lateralorbitofrontal",1.01317795753604,0.0863029320459822,0.921505746153722,0.959149617894694
"12","lh_lingual",1.34087912167669,0.0384527858095782,0.972122166100213,0.985864049226538
"13","lh_medialorbitofrontal",0.475875472854434,0.0811436605800021,0.854325182548594,0.921440562738755
"14","lh_middletemporal",3.44667763959581,0.162051266491761,0.955094641157889,0.977031615855897
"15","lh_parahippocampal",0.114831523898251,0.0101938923511005,0.918465439612936,0.957501424529892
"16","lh_paracentral",0.331077481562161,0.0253845153324186,0.928787597125183,0.963079209066218
"17","lh_parsopercularis",0.980197947938593,0.0513505649852928,0.950219922435115,0.974474648479264
"18","lh_parsorbitalis",0.158760426251672,0.0116682876077405,0.93153567058327,0.964554641552701
"19","lh_parstriangularis",0.644374933961414,0.0282941821783109,0.957937444280653,0.978516905463426
"20","lh_pericalcarine",0.211604668552646,0.00969085861745168,0.956208520156836,0.977614207348548
"21","lh_postcentral",2.78286726534418,0.127504068339153,0.956189759408541,0.977604297378432
"22","lh_posteriorcingulate",0.362195175269287,0.012654511801422,0.966241103466534,0.982830856356825
"23","lh_precentral",3.2974477848755,0.178578651511474,0.948625634821958,0.973635592397251
"24","lh_precuneus",2.50785404320123,0.114225483102262,0.956437063805119,0.977733536033937
"25","lh_rostralanteriorcingulate",0.343889843251537,0.0248647420084361,0.932571029616062,0.965109205149588
"26","lh_rostralmiddlefrontal",6.37939694887764,0.465978570592605,0.931927975424106,0.964764718970636
"27","lh_superiorfrontal",11.5020230627197,0.522336162742307,0.956560166496337,0.977797854691542
"28","lh_superiorparietal",5.11786513569055,0.37624838021055,0.931517909282069,0.96454493326653
"29","lh_superiortemporal",3.76654450394199,0.126775249539196,0.967437750411884,0.983449413705423
"30","lh_supramarginal",6.17457731915853,0.273616862252396,0.957566900971874,0.978323550344435
"31","lh_frontalpole",0.0294551319889128,0.00783354575869855,0.789921600017036,0.882639214665843
"32","lh_temporalpole",0.121430266318726,0.0385427321046702,0.759067264572611,0.863033982217968
"33","lh_transversetemporal",0.0650171508557436,0.0033595357570513,0.950867233797453,0.974815076513565
"34","lh_insula",0.664066733829913,0.0824810702046572,0.889516693025009,0.941528281203894
"35","rh_bankssts",0.216382024089776,0.0125365352026273,0.945235828665975,0.971847831946757
"36","rh_caudalanteriorcingulate",0.333750573255057,0.0116914074666641,0.96615522108159,0.982786508247496
"37","rh_caudalmiddlefrontal",1.98426016013604,0.159795662220502,0.925470381622401,0.961292781593438
"38","rh_cuneus",0.448921420852855,0.0225274830828413,0.952216490706034,0.975523466847923
"39","rh_entorhinal",0.131478141913204,0.0258465640156596,0.835711982659949,0.910504985260996
"40","rh_fusiform",2.08221322202011,0.089613769063193,0.958738071940761,0.978934434013104
"41","rh_inferiorparietal",7.81323527988498,0.310206121284959,0.961813459842243,0.980535080785969
"42","rh_inferiortemporal",3.44280687072501,0.136976382296604,0.961736124056956,0.980494891211543
"43","rh_isthmuscingulate",0.213178028113896,0.0119252698833803,0.947023122319938,0.972791818120819
"44","rh_lateraloccipital",4.3519753793853,0.156011360061853,0.965392231814554,0.98239141543593
"45","rh_lateralorbitofrontal",1.00578676663595,0.132429256157092,0.883651913604127,0.938232713066665
"46","rh_lingual",1.47617396844551,0.0427545000274195,0.971852196522195,0.985725202168982
"47","rh_medialorbitofrontal",0.521106428667046,0.0773583674864934,0.870738649986278,0.93090361386717
"48","rh_middletemporal",3.80739407358008,0.144513943339774,0.963431855518639,0.981375400300711
"49","rh_parahippocampal",0.0788509985070452,0.00911208013727258,0.896410172566633,0.945376475077962
"50","rh_paracentral",0.443993203557537,0.03570682380641,0.925564265646124,0.961343416706245
"51","rh_parsopercularis",0.614353828742914,0.0523332214893878,0.921502567852259,0.959147943366536
"52","rh_parsorbitalis",0.227596470410006,0.014603964931518,0.939702978192731,0.968914723163257
"53","rh_parstriangularis",0.847935855651361,0.062087416769829,0.931773814306264,0.964682110680677
"54","rh_pericalcarine",0.239935701780034,0.0122702686607533,0.95134822288581,0.975068196755169
"55","rh_postcentral",2.44116063980186,0.127385113130224,0.950405744968798,0.974572341958547
"56","rh_posteriorcingulate",0.383104596695184,0.0129733349768669,0.967245499081204,0.983350145902986
"57","rh_precentral",3.21564323744018,0.272626192198956,0.921844858117178,0.959333266175231
"58","rh_precuneus",2.68290238986972,0.138642091698482,0.95086304943829,0.974812707875241
"59","rh_rostralanteriorcingulate",0.216214947709307,0.015358127746944,0.933679130370899,0.96570269692305
"60","rh_rostralmiddlefrontal",7.25084745689916,0.639062020315968,0.919002616929702,0.957791936488189
