"","region","m_constrained","m_e_constrained","m_time_constrained","m_unconstrained"
"1","lh_bankssts",0.892796287806873,0.895227887350895,0.996473587532465,0.997014394391268
"2","lh_caudalanteriorcingulate",0.96838704234814,0.969552262754639,0.996875322361809,0.99811197178414
"3","lh_caudalmiddlefrontal",0.60261262434425,0.624590240184322,0.993866848096044,0.996499026389089
"4","lh_cuneus",0.962179073419925,0.963101987963543,0.998294570217122,0.998608072275753
"5","lh_entorhinal",0.884566680736407,0.89479916463937,0.994507990190389,0.996972919282515
"6","lh_fusiform",0.905683034039183,0.912207975229474,0.993946957385768,0.995719359050099
"7","lh_inferiorparietal",0.571716311374255,0.59286560149642,0.991033082346527,0.99221007735399
"8","lh_inferiortemporal",0.812204165103082,0.826189180957312,0.992063102288799,0.995220468781396
"9","lh_isthmuscingulate",0.978220591516852,0.979669570424281,0.997288701118857,0.998611390797651
"10","lh_lateraloccipital",0.873388923945423,0.880177654117447,0.993281617398509,0.998390986767045
"11","lh_lateralorbitofrontal",0.925862987837595,0.929843618028181,0.998505087025819,0.997677698197156
"12","lh_lingual",0.953188810533727,0.957767816359618,0.995269810334349,0.998421071804325
"13","lh_medialorbitofrontal",0.946814910565564,0.9495427478529,0.997410931742465,0.997204232184752
"14","lh_middletemporal",0.506715961728517,0.554639954795629,0.981190459021123,0.992880971274657
"15","lh_parahippocampal",0.966999243237874,0.967383460124833,0.99971822569686,0.999524604062287
"16","lh_paracentral",0.916952842754457,0.920777056757031,0.995312005410909,0.997576592557336
"17","lh_parsopercularis",0.770199458710265,0.77960038985384,0.995405168893946,0.998067492817472
"18","lh_parsorbitalis",0.898892554295307,0.905294337007302,0.9907196600242,0.993237544931536
"19","lh_parstriangularis",0.766866861469779,0.772042898337204,0.996522339412159,0.995747323887446
"20","lh_pericalcarine",0.968249471409742,0.970044846141614,0.997093101814946,0.99856754708466
"21","lh_postcentral",0.890216035483701,0.892795620759382,0.989927114630412,0.99170227267558
"22","lh_posteriorcingulate",0.959848311559557,0.963484243246206,0.994705470018703,0.998512178747051
"23","lh_precentral",0.709557195462291,0.731114551415773,0.989663156435318,0.993446959467934
"24","lh_precuneus",0.919211981053012,0.922181369389301,0.997146137589969,0.999123836514339
"25","lh_rostralanteriorcingulate",0.936053652971829,0.94297415559641,0.989600538152186,0.99061769446846
"26","lh_rostralmiddlefrontal",0.611514319623718,0.625348029827236,0.992797726917543,0.991993705141271
