"","comparison","ROI","Chisq","Chisq diff","Pr(>Chisq)","LRT_p05"
"347","timecon_v_con","rh_middletemporal",4141.13872012964,4040.50453392732,0,"sig"
"547","uncon_v_errcon","rh_middletemporal",4090.8983330038,4030.08106088596,0,"sig"
"647","errcon_v_con","rh_middletemporal",4141.13872012964,50.2403871258439,0.000204587607102959,"sig"
"847","uncon_v_con","rh_middletemporal",4141.13872012964,4080.32144801181,0,"sig"
"148","uncon","rh_parahippocampal",21.847223135625,NA,NA,NA
"248","uncon_v_timecon","rh_parahippocampal",68.9542767295557,47.1070535939306,0.000566853812726699,"sig"
"348","timecon_v_con","rh_parahippocampal",136.673431936888,67.7191552073318,4.27396013979139e-07,"sig"
"548","uncon_v_errcon","rh_parahippocampal",88.5059929978406,66.6587698622156,6.33395644146739e-07,"sig"
"648","errcon_v_con","rh_parahippocampal",136.673431936888,48.1674389390469,0.000402979817388917,"sig"
"848","uncon_v_con","rh_parahippocampal",136.673431936888,114.826208801262,3.72627010757978e-09,"sig"
"149","uncon","rh_paracentral",54.5747082150991,NA,NA,NA
"249","uncon_v_timecon","rh_paracentral",119.020861445944,64.4461532308453,1.4295745812873e-06,"sig"
"349","timecon_v_con","rh_paracentral",1788.15386590775,1669.13300446181,0,"sig"
"549","uncon_v_errcon","rh_paracentral",1726.55258386275,1671.97787564765,0,"sig"
"649","errcon_v_con","rh_paracentral",1788.15386590775,61.6012820450005,4.01357499237467e-06,"sig"
"849","uncon_v_con","rh_paracentral",1788.15386590775,1733.57915769265,0,"sig"
"150","uncon","rh_parsopercularis",53.4687706528115,NA,NA,NA
"250","uncon_v_timecon","rh_parsopercularis",86.4271981510614,32.9584274982499,0.0340968371044754,"sig"
"350","timecon_v_con","rh_parsopercularis",870.563567542894,784.136369391833,3.29231412009997e-153,"sig"
"550","uncon_v_errcon","rh_parsopercularis",834.992545271117,781.523774618305,1.17979978088199e-152,"sig"
"650","errcon_v_con","rh_parsopercularis",870.563567542894,35.5710222717775,0.0172655878448165,"sig"
"850","uncon_v_con","rh_parsopercularis",870.563567542894,817.094796890083,1.31601013247346e-145,"sig"
"151","uncon","rh_parsorbitalis",42.131005442916,NA,NA,NA
"251","uncon_v_timecon","rh_parsorbitalis",71.2757227999807,29.1447173570647,0.0849487084669779,"nonsig"
"351","timecon_v_con","rh_parsorbitalis",445.208104040224,373.932381240243,5.11709413868446e-67,"sig"
"551","uncon_v_errcon","rh_parsorbitalis",417.919590385726,375.78858494281,2.1144686649515e-67,"sig"
"651","errcon_v_con","rh_parsorbitalis",445.208104040224,27.2885136544979,0.127340280070594,"nonsig"
"851","uncon_v_con","rh_parsorbitalis",445.208104040224,403.077098597308,1.63451480738968e-61,"sig"
"152","uncon","rh_parstriangularis",22.4144032411019,NA,NA,NA
"252","uncon_v_timecon","rh_parstriangularis",51.0783631785095,28.6639599374076,0.0945900324619573,"nonsig"
"352","timecon_v_con","rh_parstriangularis",866.730164140279,815.651800961769,6.72417561036583e-160,"sig"
"552","uncon_v_errcon","rh_parstriangularis",838.149912776182,815.73550953508,6.45449214293136e-160,"sig"
"652","errcon_v_con","rh_parstriangularis",866.730164140279,28.5802513640965,0.0963593788968683,"nonsig"
"852","uncon_v_con","rh_parstriangularis",866.730164140279,844.315760899177,3.00635155779905e-151,"sig"
"153","uncon","rh_pericalcarine",27.6580036425491,NA,NA,NA
"253","uncon_v_timecon","rh_pericalcarine",60.8620730240698,33.2040693815207,0.0320408406078823,"sig"
"353","timecon_v_con","rh_pericalcarine",526.900901635789,466.038828611719,3.67070428055235e-86,"sig"
"553","uncon_v_errcon","rh_pericalcarine",492.675833070284,465.017829427735,5.99683413954478e-86,"sig"
"653","errcon_v_con","rh_pericalcarine",526.900901635789,34.225068565505,0.0246418988385473,"sig"
"853","uncon_v_con","rh_pericalcarine",526.900901635789,499.24289799324,1.22538379390398e-80,"sig"
"154","uncon","rh_postcentral",46.8475821422289,NA,NA,NA
"254","uncon_v_timecon","rh_postcentral",81.4681591019255,34.6205769596966,0.0222207047311272,"sig"
"354","timecon_v_con","rh_postcentral",1423.35576837036,1341.88760926843,3.15555971405019e-272,"sig"
"554","uncon_v_errcon","rh_postcentral",1379.67445084572,1332.82686870349,2.7551776476949e-270,"sig"
"654","errcon_v_con","rh_postcentral",1423.35576837036,43.6813175246357,0.00165997860506882,"sig"
"854","uncon_v_con","rh_postcentral",1423.35576837036,1376.50818622813,8.69595427064107e-263,"sig"
"155","uncon","rh_posteriorcingulate",91.01001936827,NA,NA,NA
"255","uncon_v_timecon","rh_posteriorcingulate",154.332556170571,63.322536802301,2.15348955275687e-06,"sig"
"355","timecon_v_con","rh_posteriorcingulate",1756.86349504418,1602.53093887361,0,"sig"
"555","uncon_v_errcon","rh_posteriorcingulate",1688.85889456603,1597.84887519776,0,"sig"
"655","errcon_v_con","rh_posteriorcingulate",1756.86349504418,68.004600478157,3.84316650667001e-07,"sig"
"855","uncon_v_con","rh_posteriorcingulate",1756.86349504418,1665.85347567591,4.94065645841247e-324,"sig"
"156","uncon","rh_precentral",50.9966338511153,NA,NA,NA
"256","uncon_v_timecon","rh_precentral",98.8007003744323,47.804066523317,0.000453162034340681,"sig"
"356","timecon_v_con","rh_precentral",1572.61170048602,1473.81100011158,1.65302808088542e-300,"sig"
"556","uncon_v_errcon","rh_precentral",1501.4541589194,1450.45752506829,1.68685644248787e-295,"sig"
"656","errcon_v_con","rh_precentral",1572.61170048602,71.1575415666132,1.17739387536254e-07,"sig"
"856","uncon_v_con","rh_precentral",1572.61170048602,1521.6150666349,1.80128221003504e-293,"sig"
"157","uncon","rh_precuneus",55.5049878641523,NA,NA,NA
"257","uncon_v_timecon","rh_precuneus",91.4682642754699,35.9632764113175,0.0155346644406986,"sig"
"357","timecon_v_con","rh_precuneus",687.515378742199,596.047114466729,1.95783832385476e-113,"sig"
"557","uncon_v_errcon","rh_precuneus",650.822543514751,595.317555650599,2.78886740332091e-113,"sig"
"657","errcon_v_con","rh_precuneus",687.515378742199,36.6928352274479,0.0127344804177015,"sig"
"857","uncon_v_con","rh_precuneus",687.515378742199,632.010390878047,1.57260730510585e-107,"sig"
"158","uncon","rh_rostralanteriorcingulate",20.6414050528033,NA,NA,NA
"258","uncon_v_timecon","rh_rostralanteriorcingulate",38.0990556792571,17.4576506264539,0.623087699362719,"nonsig"
"358","timecon_v_con","rh_rostralanteriorcingulate",205.73855883815,167.639503158893,2.49201747744493e-25,"sig"
"558","uncon_v_errcon","rh_rostralanteriorcingulate",186.686686505283,166.04528145248,5.08008432565531e-25,"sig"
"658","errcon_v_con","rh_rostralanteriorcingulate",205.73855883815,19.0518723328673,0.518456592626267,"nonsig"
"858","uncon_v_con","rh_rostralanteriorcingulate",205.73855883815,185.097153785347,1.51675772326397e-20,"sig"
"159","uncon","rh_rostralmiddlefrontal",43.08233401725,NA,NA,NA
"259","uncon_v_timecon","rh_rostralmiddlefrontal",53.3114980372727,10.2291640200228,0.963823616549631,"nonsig"
"359","timecon_v_con","rh_rostralmiddlefrontal",1086.88363165944,1033.57213362217,2.69346854852273e-206,"sig"
"559","uncon_v_errcon","rh_rostralmiddlefrontal",1074.64885277712,1031.56651875987,7.2152031714531e-206,"sig"
"659","errcon_v_con","rh_rostralmiddlefrontal",1086.88363165944,12.2347788823231,0.907758008571076,"nonsig"
"859","uncon_v_con","rh_rostralmiddlefrontal",1086.88363165944,1043.80129764219,8.06446463493307e-193,"sig"
"160","uncon","rh_superiorfrontal",58.257010448055,NA,NA,NA
"260","uncon_v_timecon","rh_superiorfrontal",87.1324681023932,28.8754576543383,0.0902407405735576,"nonsig"
"360","timecon_v_con","rh_superiorfrontal",1347.02316730589,1259.8906992035,1.14396567523026e-254,"sig"
"560","uncon_v_errcon","rh_superiorfrontal",1310.41802275216,1252.1610123041,5.16270936019667e-253,"sig"
"660","errcon_v_con","rh_superiorfrontal",1347.02316730589,36.605144553738,0.0130443860983168,"sig"
"860","uncon_v_con","rh_superiorfrontal",1347.02316730589,1288.76615685784,2.81582445442809e-244,"sig"
"161","uncon","rh_superiorparietal",48.4103470460196,NA,NA,NA
"261","uncon_v_timecon","rh_superiorparietal",105.238343737795,56.8279966917757,2.17960006926644e-05,"sig"
"361","timecon_v_con","rh_superiorparietal",1250.8134709649,1145.5751272271,3.24016288068443e-230,"sig"
"561","uncon_v_errcon","rh_superiorparietal",1181.00754141291,1132.59719436689,1.92413469174487e-227,"sig"
"661","errcon_v_con","rh_superiorparietal",1250.8134709649,69.8059295519877,1.95915871337696e-07,"sig"
"861","uncon_v_con","rh_superiorparietal",1250.8134709649,1202.40312391888,4.28241635859049e-226,"sig"
"162","uncon","rh_superiortemporal",47.5890932053037,NA,NA,NA
"262","uncon_v_timecon","rh_superiortemporal",92.989674906143,45.4005817008393,0.000973443069081191,"sig"
"362","timecon_v_con","rh_superiortemporal",3407.83082499953,3314.84115009338,0,"sig"
"562","uncon_v_errcon","rh_superiortemporal",3347.4890204206,3299.8999272153,0,"sig"
"662","errcon_v_con","rh_superiortemporal",3407.83082499953,60.3418045789272,6.30422310781882e-06,"sig"
"862","uncon_v_con","rh_superiortemporal",3407.83082499953,3360.24173179422,0,"sig"
"163","uncon","rh_supramarginal",53.9825011532212,NA,NA,NA
"263","uncon_v_timecon","rh_supramarginal",107.818529044358,53.8360278911367,6.11759122545514e-05,"sig"
"363","timecon_v_con","rh_supramarginal",1309.76543488922,1201.94690584486,2.8643239024019e-242,"sig"
"563","uncon_v_errcon","rh_supramarginal",1241.98587976321,1188.00337860999,2.74972561808086e-239,"sig"
"663","errcon_v_con","rh_supramarginal",1309.76543488922,67.7795551260042,4.17899962130777e-07,"sig"
"863","uncon_v_con","rh_supramarginal",1309.76543488922,1255.782933736,2.50170233895479e-237,"sig"
"164","uncon","rh_frontalpole",23.6362941173515,NA,NA,NA
"264","uncon_v_timecon","rh_frontalpole",46.6755645297737,23.0392704124223,0.28687039368594,"nonsig"
"364","timecon_v_con","rh_frontalpole",120.796010726751,74.1204461969771,3.8162775308896e-08,"sig"
"564","uncon_v_errcon","rh_frontalpole",100.819287305205,77.1829931878531,1.17438804270083e-08,"sig"
"664","errcon_v_con","rh_frontalpole",120.796010726751,19.9767234215463,0.459386625925213,"nonsig"
"864","uncon_v_con","rh_frontalpole",120.796010726751,97.1597166093994,1.16573133636132e-06,"sig"
"165","uncon","rh_temporalpole",21.7448232291526,NA,NA,NA
"265","uncon_v_timecon","rh_temporalpole",49.9795793970369,28.2347561678843,0.103957636248436,"nonsig"
"365","timecon_v_con","rh_temporalpole",198.818508573472,148.838929176435,1.04845615663345e-21,"sig"
"565","uncon_v_errcon","rh_temporalpole",169.98588506214,148.241061832988,1.36419486677407e-21,"sig"
"665","errcon_v_con","rh_temporalpole",198.818508573472,28.8326235113311,0.0911077271036173,"nonsig"
"865","uncon_v_con","rh_temporalpole",198.818508573472,177.073685344319,3.65144108111304e-19,"sig"
"166","uncon","rh_transversetemporal",28.9505137252824,NA,NA,NA
"266","uncon_v_timecon","rh_transversetemporal",71.3889012259395,42.438387500657,0.00242370267619222,"sig"
"366","timecon_v_con","rh_transversetemporal",288.13524873196,216.74634750602,5.32018997360723e-35,"sig"
"566","uncon_v_errcon","rh_transversetemporal",246.297321569473,217.34680784419,4.03873902829703e-35,"sig"
"666","errcon_v_con","rh_transversetemporal",288.13524873196,41.8379271624867,0.00290323576826144,"sig"
"866","uncon_v_con","rh_transversetemporal",288.13524873196,259.184735006677,6.93199529434935e-34,"sig"
"167","uncon","rh_insula",33.6709817791157,NA,NA,NA
"267","uncon_v_timecon","rh_insula",52.830423081209,19.1594413020932,0.511484933916121,"nonsig"
"367","timecon_v_con","rh_insula",130.089684957508,77.259261876299,1.14022401483767e-08,"sig"
"567","uncon_v_errcon","rh_insula",108.345371067276,74.6743892881604,3.08679096790332e-08,"sig"
"667","errcon_v_con","rh_insula",130.089684957508,21.7443138902319,0.354544502673269,"nonsig"
"867","uncon_v_con","rh_insula",130.089684957508,96.4187031783923,1.46649784939093e-06,"sig"
