"","label","timeest","eest","ICC","ICC2"
"1","lh_bankssts",0.0194025628749539,0.00354656662188481,0.84545964489096,0.916260203470964
"2","lh_caudalanteriorcingulate",0.0295277349368381,0.00510906679636411,0.852496000187377,0.920375880779491
"3","lh_caudalmiddlefrontal",0.0110929680760034,0.00497621881231952,0.690325413046531,0.816797886133135
"4","lh_cuneus",0.0148259733782134,0.00245996092987428,0.857690022070527,0.923402661653581
"5","lh_entorhinal",0.0460427130591837,0.0253817056983532,0.644635460254622,0.783925262939795
"6","lh_fusiform",0.00901095847427989,0.00278173542373422,0.764113658186051,0.866306182733574
"7","lh_inferiorparietal",0.00849221173294174,0.00394699500398311,0.682697209922016,0.811437860487872
"8","lh_inferiortemporal",0.0127919790945383,0.00450776324044407,0.739431769955973,0.850209488767761
"9","lh_isthmuscingulate",0.0173523260660801,0.00235015649788866,0.880717747610824,0.936581173039642
"10","lh_lateraloccipital",0.00925269279486078,0.00238305512543613,0.795195363309717,0.885923498350597
"11","lh_lateralorbitofrontal",0.00865996582642018,0.00427463355175908,0.669519447276395,0.802054688205256
"12","lh_lingual",0.0119539787153012,0.00217359458535221,0.846145226848571,0.916666406990567
"13","lh_medialorbitofrontal",0.00957201688303782,0.00547080845399222,0.63631775737467,0.777754280756024
"14","lh_middletemporal",0.0165468744045484,0.00614754930601634,0.729116306965111,0.84334113756074
"15","lh_parahippocampal",0.0497596890204384,0.00545177769448448,0.901256423368826,0.948064954050455
"16","lh_paracentral",0.0139664750266783,0.00364822530719884,0.792887461151839,0.884482406482642
"17","lh_parsopercularis",0.0105721960639347,0.00350615569831354,0.75095410616778,0.857770644373935
"18","lh_parsorbitalis",0.021845098985804,0.0060648077742314,0.782700536179659,0.878107153789021
"19","lh_parstriangularis",0.0116965970518161,0.00423968365358162,0.733960280196017,0.846572646970142
"20","lh_pericalcarine",0.0158846174429998,0.00354322605670754,0.817621237438889,0.899661763589224
"21","lh_postcentral",0.0128707615830098,0.00302959929123078,0.809463488584156,0.894704172401551
"22","lh_posteriorcingulate",0.0128536714631954,0.0019797993456727,0.866531618177379,0.928498730898265
"23","lh_precentral",0.0108632746068838,0.00475738757877368,0.695442643709318,0.820379741203136
"24","lh_precuneus",0.00780461621276427,0.00202157973990834,0.794266290877448,0.885338504190612
"25","lh_rostralanteriorcingulate",0.017410116607068,0.00944744355995026,0.648238950180145,0.786588415314245
"26","lh_rostralmiddlefrontal",0.00757702374477443,0.00400967692627401,0.653941441993669,0.79077687176552
"27","lh_superiorfrontal",0.0100573163349428,0.0036269799526151,0.734953126094409,0.847236153474435
"28","lh_superiorparietal",0.00785246754621883,0.00350211070038545,0.691568403130006,0.817678523825321
"29","lh_superiortemporal",0.0152579534813249,0.00394831914879165,0.794425538737773,0.885446253411436
"30","lh_supramarginal",0.010789229211671,0.00530819992018381,0.670245485990087,0.802580745701251
"31","lh_frontalpole",0.0416323270119033,0.0156832480626466,0.72637022236543,0.841501044927337
"32","lh_temporalpole",0.0397911747342977,0.0328445679931276,0.547818102220267,0.707860795843156
"33","lh_transversetemporal",0.0268490949953092,0.00540871348759053,0.832328551071355,0.908493083616626
"34","lh_insula",0.0101893560612677,0.00758074049125876,0.573399026344571,0.728869258791275
"35","rh_bankssts",0.0214689748114975,0.0032913666304689,0.867071032191408,0.928808417901544
"36","rh_caudalanteriorcingulate",0.0267888461328641,0.0039414787529106,0.871739763000841,0.931476714690204
"37","rh_caudalmiddlefrontal",0.0113767413066214,0.00574852799306936,0.664324811921458,0.798317385571427
"38","rh_cuneus",0.0138996850075328,0.00248425805885882,0.848372394313627,0.917977186605923
"39","rh_entorhinal",0.0499270045876603,0.02863626327375,0.635500609212618,0.777135566090616
"40","rh_fusiform",0.00907671310412062,0.00298667399981142,0.752418290644265,0.858734846406295
"41","rh_inferiorparietal",0.00799861348819287,0.00402324875677032,0.665338973713832,0.799051148290768
"42","rh_inferiortemporal",0.0125031845928871,0.00423207260751938,0.747116368942535,0.855259106152627
"43","rh_isthmuscingulate",0.0180804647308239,0.00231630295326663,0.886437744002284,0.939805330984472
"44","rh_lateraloccipital",0.0101974276267771,0.00254748843846741,0.800117283987894,0.888966019035612
"45","rh_lateralorbitofrontal",0.00881164941111614,0.00513481114761184,0.631819763445402,0.774378072510149
"46","rh_lingual",0.0116175949772802,0.00212625550180655,0.845294045868591,0.916167498431647
"47","rh_medialorbitofrontal",0.00900268644836076,0.00471133072173072,0.656458741206367,0.792607446317755
"48","rh_middletemporal",0.0140724098801885,0.00517099329834938,0.731284884987674,0.844793103368095
"49","rh_parahippocampal",0.0339277184228004,0.0052918719362904,0.865070698397446,0.927659633562256
"50","rh_paracentral",0.0126645968545181,0.00359650538480708,0.778827699876983,0.875666401646369
"51","rh_parsopercularis",0.011993737979595,0.00320764495361431,0.788989924949077,0.882055092914422
"52","rh_parsorbitalis",0.0206739186519874,0.00564250656051553,0.785589930434975,0.879922894618477
"53","rh_parstriangularis",0.0107489615159197,0.00431769108898717,0.713427315130304,0.832750792047927
"54","rh_pericalcarine",0.0163478828907064,0.00393912826701359,0.805830033986322,0.892483148566046
"55","rh_postcentral",0.0145168733017932,0.00373180007354016,0.795502938937774,0.886107169387226
"56","rh_posteriorcingulate",0.0112496110969403,0.00194479154763882,0.85260480523248,0.920447034051469
"57","rh_precentral",0.0125739584728258,0.00573940377437884,0.686600215902195,0.81418672436128
"58","rh_precuneus",0.00792229305923199,0.00201962933938507,0.796857261763982,0.886945777868694
